date,year,month,country,warehouse,service_line,orders,revenue_eur,returns_rate
2025-10-01,2025,10,ES,Zaragoza,fulfillment,3904,148359.05,0.2451
2025-10-01,2025,10,ES,Zaragoza,last_mile,2495,94822.06,0.1825
2025-10-01,2025,10,ES,Zaragoza,returns,1722,45809.28,0.1944
2025-11-01,2025,11,US,Los_Angeles,fulfillment,8613,361745.49,0.1953
2025-11-01,2025,11,US,Los_Angeles,last_mile,4371,183567.43,0.2455
2025-11-01,2025,11,US,Los_Angeles,returns,2811,82650.06,0.1965
2025-11-01,2025,11,ES,Zaragoza,fulfillment,4451,169122.74,0.1908
2025-11-01,2025,11,ES,Zaragoza,last_mile,2602,98893.45,0.1937
2025-11-01,2025,11,ES,Zaragoza,returns,1937,51535.77,0.2439
2025-12-01,2025,12,US,Los_Angeles,fulfillment,8270,347356.27,0.2238
2025-12-01,2025,12,US,Los_Angeles,last_mile,4478,188065.93,0.236
2025-12-01,2025,12,US,Los_Angeles,returns,3188,93724.85,0.2405
2025-12-01,2025,12,ES,Zaragoza,fulfillment,5330,202545.97,0.2044
2025-12-01,2025,12,ES,Zaragoza,last_mile,2913,110705.39,0.1958
2025-12-01,2025,12,ES,Zaragoza,returns,2220,59042.27,0.2462
